query_id,query_text,rank,document_id,document_title,score,relevant
100,"what are the effects of initial imperfections on the elastic buckling of
cylindrical shells under axial compression .",4,1122,"on the role of initial imperfections in plastic buckling
of cylinders under axial compression .",0.36145804675495813,True
100,"what are the effects of initial imperfections on the elastic buckling of
cylindrical shells under axial compression .",5,760,"inelastic buckling of initially imperfect cylindrical
shells subject to axial compression .",0.3605053922490375,False
100,"what are the effects of initial imperfections on the elastic buckling of
cylindrical shells under axial compression .",6,1126,"an engineer's conceptual approach to the buckling of
cylindrical shell (axial loading) .",0.32290667449347576,False
100,"what are the effects of initial imperfections on the elastic buckling of
cylindrical shells under axial compression .",7,885,"buckling of thin cylindrical shells under hoop stresses
varying in axial direction .",0.3114749427159203,False
100,"what are the effects of initial imperfections on the elastic buckling of
cylindrical shells under axial compression .",8,1068,"instability analysis of cylindrical shells under hydrostatic
pressure .",0.30897996625490987,False
100,"what are the effects of initial imperfections on the elastic buckling of
cylindrical shells under axial compression .",9,1067,"plastic stability theory of geometrically orthotropic
plates and cylindrical shells .",0.30186659338705524,False
100,"what are the effects of initial imperfections on the elastic buckling of
cylindrical shells under axial compression .",10,932,buckling of circular cones under axial compression .,0.3008097901910487,False
101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",1,817,loading paths and the incremental stress law .,0.30657003594014676,True
101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",2,819,"stresses in the plastic range around a normally loaded
circular hole in an infinite sheet .",0.26003415684835174,True
101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",3,823,"plastic torsional buckling strength of cylinders including
the effects of imperfections .",0.251605486253068,False
101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",4,820,theories of plastic buckling .,0.2260266516119628,True
101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",5,1119,plastic stability theory of thin shells .,0.21577575199990956,False
101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",6,818,"a quantitative comparison of flow and deformation theories
of plasticity .",0.19725172445549446,True
101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",7,760,"inelastic buckling of initially imperfect cylindrical
shells subject to axial compression .",0.1953782965837713,False
101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",8,825,inelastic instability and incremental theories of plasticity .,0.1811966520078314,True
101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",9,826,small bending and stretching of sandwich type shells .,0.17748666846429798,False
101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",10,837,"inelastic behaviour of structures subjected to cyclic
thermal and mechanical stressing conditions .",0.16450075399947578,False
102,basic dynamic characteristics of structures continuous over many spans .,1,910,"natural frequencies of continuous beams of uniform
span length .",0.23092582319557164,True
102,basic dynamic characteristics of structures continuous over many spans .,2,516,"free-flight measurements of the dynamic longitudinal
stability characteristics of a wind tunnel interference
model (m=0 .92 to 1. 35) .",0.14631065128020126,False
102,basic dynamic characteristics of structures continuous over many spans .,3,1007,free-flight measurements of the static and dynamic .,0.13713591157992935,False
102,basic dynamic characteristics of structures continuous over many spans .,4,729,stresses in continuous skin stiffener panels under random loading .,0.12103769863797317,False
102,basic dynamic characteristics of structures continuous over many spans .,5,728,free vibrations of continuous skin stringer panels .,0.11944282857709741,True
102,basic dynamic characteristics of structures continuous over many spans .,6,1006,free-flight measurements of the static and dynamic .,0.11886492298047828,False
102,basic dynamic characteristics of structures continuous over many spans .,7,1001,"wind tunnel investigation of the static and dynamic stability
characteristics of a 10degree semivertex angle blunted cone .",0.1175238078568449,False
102,basic dynamic characteristics of structures continuous over many spans .,8,1092,"wing-nacelle-propeller interference for wings of various
spans . force and pressure distribution tests .",0.11512714088764926,False
102,basic dynamic characteristics of structures continuous over many spans .,9,998,"equations, tables and charts for compressible flow .",0.1134309689062414,False
102,basic dynamic characteristics of structures continuous over many spans .,10,862,"the phenomenon of change in buckle pattern in elastic
structures .",0.11331202650373642,False
103,is the information on the buckling of sandwich sphere available .,1,761,buckling of sandwich under normal pressure .,0.44471763676966664,False
103,is the information on the buckling of sandwich sphere available .,2,1048,a small deflection theory for curved sandwich plates .,0.28741589976791826,False
103,is the information on the buckling of sandwich sphere available .,3,1050,"compressive buckling of simply supported curved plates
and cylinders of sandwich construction .",0.2619180604699089,False
103,is the information on the buckling of sandwich sphere available .,4,770,the flow of a compressible fluid past a sphere .,0.21656720250910053,False
103,is the information on the buckling of sandwich sphere available .,5,1049,elastic constants for corrugated core sandwich plates .,0.21374664372368582,False
103,is the information on the buckling of sandwich sphere available .,6,1127,the buckling of sandwich type panels .,0.19757016511261416,False
103,is the information on the buckling of sandwich sphere available .,7,951,a unified theory of creep buckling under normal loads .,0.18423246814698538,False
103,is the information on the buckling of sandwich sphere available .,8,956,"elastic stability of simply supported corrugated core
sand- wich cylinders .",0.17878070274980207,False
103,is the information on the buckling of sandwich sphere available .,9,669,subsonic potential flow past a sphere inside a cylindrical duct .,0.17798962556313908,False
103,is the information on the buckling of sandwich sphere available .,10,720,"a note on the use of sandwich structures in severe acoustic
environments .",0.17698715152840308,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",1,762,"allowable axial loads and bending moments for inelastic structures
under nonuniform temperature distribution .",0.27945615710332233,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",2,1024,note on creep buckling of columns .,0.19760923636583286,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",3,821,inelastic column theory .,0.18517184247001878,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",4,241,"laminar mixing of a non-uniform stream with a fluid
at rest .",0.1741648095491542,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",5,644,"a study of the cantilever square plate subjected to
a uniform loading .",0.17248224857162645,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",6,744,"lower buckling load in the non-linear buckling theory
of thin shells .",0.16103085578063123,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",7,760,"inelastic buckling of initially imperfect cylindrical
shells subject to axial compression .",0.1607225726517892,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",8,1294,"non-linear shallow shell analysis by the matrix force
method .",0.15560137621770057,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",9,1055,non-linear bending and buckling of circular plates .,0.15539811216232724,False
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",10,462,photo-thermoelasticity .,0.1544830288776188,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",1,848,"the effect of an internal compressible fluid column
on the breathing vibrations of a thin pressurised cylindrical
shell .",0.566770689361121,True
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",2,764,"breathing vibrations of a circular shell with an internal
liquid .",0.41657199055808064,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",3,847,"experimental study of the vibrations of a circular
cylindrical shell .",0.28990835656467057,True
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",4,953,"vibrations of infinitely long cylindrical shells under
initial stress .",0.22440242072960026,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",5,117,the motion of a viscous liquid past a paraboloid .,0.18730860019163412,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",6,763,"effects of internal pressure on the buckling of circular-cylindrical
shells under bending.",0.1796484411792176,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",7,1037,"on transverse vibrations of thin, shallow elastic shells .",0.17125497507262685,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",8,1126,"an engineer's conceptual approach to the buckling of
cylindrical shell (axial loading) .",0.16925315642063749,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",9,1071,"stability of thin torispherical shells under uniform
internal pressure .",0.16122285489488325,False
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",10,821,inelastic column theory .,0.15702363791933,False
106,experimental techniques in shell vibration .,1,594,"wind tunnel techniques for the measurements of oscillatory
derivatives .",0.19865456314862354,False
106,experimental techniques in shell vibration .,2,847,"experimental study of the vibrations of a circular
cylindrical shell .",0.1752711819474029,True
106,experimental techniques in shell vibration .,3,764,"breathing vibrations of a circular shell with an internal
liquid .",0.17045903052493835,False
106,experimental techniques in shell vibration .,4,878,"experimental model techniques and equipment for flutter
investigations .",0.15618058012101443,False
106,experimental techniques in shell vibration .,5,908,random vibration .,0.15461458242861287,False
106,experimental techniques in shell vibration .,6,848,"the effect of an internal compressible fluid column
on the breathing vibrations of a thin pressurised cylindrical
shell .",0.1493898794668042,False
106,experimental techniques in shell vibration .,7,1129,"general instability of a ring stiffened circular cylindrical
shell under hydrostatic pressure .",0.14785085238962217,False
106,experimental techniques in shell vibration .,8,846,"on the vibration of thin cylindrical shells under internal
pressure .",0.14539305454804874,True
106,experimental techniques in shell vibration .,9,844,"flexural vibrations of the walls of thin cylindrical
shells having freely supported ends .",0.14229747817432703,True
106,experimental techniques in shell vibration .,10,890,comments on 'thermal buckling of clamped cylindrical shells' .,0.14029011164188018,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",1,725,"the response of a typical aircraft structure to jet
noise .",0.27322109574119924,True
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",2,909,the effect of jet noise on aircraft structures .,0.2579890905994504,True
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",3,640,the design of structures to resist jet noise fatigue .,0.24918208380109313,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",4,883,correlated fatigue data for aircraft structural joints .,0.18846904690847682,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",5,29,"a simple model study of transient temperature and thermal
stress distribution due to aerodynamic heating .",0.1881444904720499,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",6,345,"the interaction of shock waves with boundary layer
on a flat surface .",0.17301712727892965,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",7,1124,"design of missile bodies for minimum drag at very high
speeds - thickness ratio, lift, and center of pressure
given .",0.17135615834117532,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",8,911,"experimental study of the random vibrations of an aircraft
structure excited by jet noise .",0.17098406111353284,True
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",9,658,"review of panel flutter and effects of aerodynamic noise
part i..  panel flutter .",0.1703682742719461,False
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",10,220,"a general purpose analogue correlator for the analysis of
random noise signals .",0.1621632124666089,False
108,what data is there on the fatigue of structures under acoustic loading .,1,75,studies of structural failure due to acoustic loading .,0.3524552504099619,True
108,what data is there on the fatigue of structures under acoustic loading .,2,720,"a note on the use of sandwich structures in severe acoustic
environments .",0.26514259059301,True
108,what data is there on the fatigue of structures under acoustic loading .,3,726,on structural fatigue under random loading .,0.23926531472623494,True
108,what data is there on the fatigue of structures under acoustic loading .,4,909,the effect of jet noise on aircraft structures .,0.21662867691335208,True
108,what data is there on the fatigue of structures under acoustic loading .,5,724,structural acoustic proof testing .,0.2053836247804819,True
108,what data is there on the fatigue of structures under acoustic loading .,6,884,the estimation of fatigue damage on structural elements .,0.19999763071769294,False
108,what data is there on the fatigue of structures under acoustic loading .,7,727,"a study of the acoustic fatigue characteristics of
some flat and curved aluminium panels exposed to random
and discrete noise .",0.19767608332962633,True
108,what data is there on the fatigue of structures under acoustic loading .,8,881,cumulative damage in fatigue .,0.18353568145575586,False
108,what data is there on the fatigue of structures under acoustic loading .,9,723,"on the fatigue failure of structures due to vibrations excited
by random pressure fields .",0.17017247846289654,True
108,what data is there on the fatigue of structures under acoustic loading .,10,883,correlated fatigue data for aircraft structural joints .,0.16166616074613704,False
109,panels subjected to aerodynamic heating .,1,31,thermal buckling of supersonic wing panels .,0.3309362347953735,False
109,panels subjected to aerodynamic heating .,2,1008,free-flight measurements of the static and dynamic .,0.2810129989295397,False
109,panels subjected to aerodynamic heating .,3,51,"theory of aircraft structural models subjected to aerodynamic
heating and external loads .",0.24734124414454475,False
109,panels subjected to aerodynamic heating .,4,5,"one-dimensional transient heat conduction into a double-layer
slab subjected to a linear heat input for a small time
internal .",0.23931628276177958,False
109,panels subjected to aerodynamic heating .,5,391,"flutter of rectangular simply supported panels at high
supersonic speeds .",0.22995218538645154,False
109,panels subjected to aerodynamic heating .,6,711,"an investigation at subsonic speeds of aerodynamic characteristics at
angles of attack from -dash 4degrees to 100degrees of a delta-wing
reentry configuration having folding wingtip panels .",0.2256072332191876,False
109,panels subjected to aerodynamic heating .,7,864,status of flutter of flat and curved panels .,0.217439448873508,False
109,panels subjected to aerodynamic heating .,8,859,"flutter of aerodynamically heated aluminium-alloy and
stainless steel panels with length-width ratio of 10
at mach 3. 0.",0.20816338128987585,False
109,panels subjected to aerodynamic heating .,9,627,flutter analysis of circular panels .,0.20307847679270102,False
109,panels subjected to aerodynamic heating .,10,877,"the influence of aerodynamic heating on the flexural
rigidity of a thin wing .",0.19527147186880375,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",1,495,"on similar solutions for strong blast waves and their
application to steady hypersonic flow .",0.3991435780787466,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",2,654,"on the propagation and structure of the blast wave .
 part 1.",0.2523528066516098,True
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",3,1327,on the propagation and structure of the blast wave .,0.19715489059844488,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",4,305,"hypersonic strong viscous interaction on a flat plate
with surface mass transfer .",0.1778749688012064,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",5,1238,"the newtonian approximation in magnetic hypersonic
stagnation-point flow .",0.1768597611876665,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",6,27,newtonian flow theory for slender bodies .,0.17470214291249617,True
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",7,472,waves in supersonic flow .,0.17417954234710084,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",8,28,"a note on the explosion solution of sedov with application
to the newtonian theory of unsteady hypersonic flow .",0.1624458018021721,True
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",9,273,flow past slender blunt bodies - a review and extension .,0.16061407685954507,False
11,"is it possible to find an analytical,  similar solution of the strong
blast wave problem in the newtonian approximation .",10,304,"first-order approach to a strong interaction problem
in hypersonic flow over an insulated flat plate .",0.16036669365016532,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",1,642,"the buckling strength of a uniform circular cylinder
loaded in axial compression .",0.20614632836147928,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",2,1020,note on creep buckling of columns .,0.20043602135125718,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",3,915,a buckled plate in a supersonic stream .,0.19971570496458707,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",4,1117,"stability of orthotropic cylindrical shells under combined
loading .",0.1901434768310686,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",5,1131,"the effect of axial constraint on the instability of
thin conical shells under external pressure .",0.18618668832407817,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",6,1023,note on creep buckling of columns .,0.18424028618873917,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",7,1013,principles of creep buckling weight-strength analysis .,0.1776180229671327,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",8,761,buckling of sandwich under normal pressure .,0.17658733732551815,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",9,1026,note on creep buckling of columns .,0.17434491089942672,False
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",10,932,buckling of circular cones under axial compression .,0.17049643895453792,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",1,894,"flutter of a two dimensional simply supported buckled
panel with elastic restraint against edge displacement .",0.3303051739317053,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",2,857,"experimental studies of flutter of buckled rectangular
panels at mach numbers from 1. 2 to 3. 0 including
effects of pressure differential and of panel
width-length ratio .",0.21924795586862467,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",3,1008,free-flight measurements of the static and dynamic .,0.21798260601925684,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",4,390,some panel-flutter studies using piston theory .,0.2139999330198439,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",5,627,flutter analysis of circular panels .,0.20975992867975896,True
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",6,285,on the flutter of panels at high mach numbers .,0.20443749216265888,False
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",7,658,"review of panel flutter and effects of aerodynamic noise
part i..  panel flutter .",0.20002035291148956,True
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",8,391,"flutter of rectangular simply supported panels at high
supersonic speeds .",0.19840746802515283,True
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",9,15,on two-dimensional panel flutter .,0.19499456424747966,True
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",10,1131,"the effect of axial constraint on the instability of
thin conical shells under external pressure .",0.19367427325538175,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",1,641,"reduction of the clamped plate to two membrane problems
with an application to uniformly loaded sectors .",0.4918862946560612,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",2,730,on the bending of a clamped plate .,0.3286228746764353,True
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",3,1045,the bending strength of pressurized cylinders .,0.2563575313619735,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",4,735,"the bending of uniformly loaded sectorial plates with
clamped edges .",0.25601793434778275,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",5,736,the bending of a wedge shaped plate .,0.25520873011753664,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",6,854,"boundary-value problems of the thin-walled circular
cylinder .",0.2532010262046404,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",7,422,"bending of a square plate with two adjacent edges free
and the others clamped or simply supported .",0.23335295426302485,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",8,733,the bending of a sectorial plate .,0.2282417289382782,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",9,955,"the membrane approach to bending instability of pressureized
cylindrical shells .",0.21982498620695198,False
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",10,734,"the bending of uniformly loaded clamped plate in the
form of a circular sector .",0.21626734963427546,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",1,748,"subsonic aerodynamic flutter derivatives for wings and control surfaces,
 /compressible and incompressible flow/ .",0.23115827082404228,True
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",2,1272,"oscillatory aerodynamic coefficients for a unified
supersonic hypersonic strip theory .",0.1839673899012739,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",3,708,"aerodynamic characteristics of two winged reentry vehicles at supersonic
 and hypersonic speeds .",0.17153736173764697,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",4,265,"some instabilities arising from the interaction between
shock waves and boundary layer .",0.15936646626671222,True
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",5,704,"a systematic kernel function procedure for determining aerodynamic
forces on oscillating or steady finite wings at subsonic speeds .",0.15571958995615504,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",6,312,"chordwise pressure distributions over several naca
16 series airfoils at transonic mach numbers up to
1.25 .",0.1513789189917648,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",7,755,"oscillatory derivative measurements on sting-mounted
wind tunnel models method of test and results for pitch
and yaw on a cambered ogee wing at mach numbers up
to 2. 6.",0.1470229323872873,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",8,685,"aerodynamic effects of some configuration variables
on the aeroelastic characteristics of lifting surfaces
at mach numbers from 0. 7 to 6. 86 .",0.1445761782866276,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",9,52,"procedure for calculating flutter at high supersonic
speed including camber deflections, and comparison
with experimental results .",0.14414708059985162,False
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",10,594,"wind tunnel techniques for the measurements of oscillatory
derivatives .",0.1413662495679974,False
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",1,895,"the airforces on the low aspect ratio rectangular wing
oscillating in sonic flow .",0.3625208064636366,False
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",2,918,"on the low aspect ratio oscillating rectangular wing
in supersonic flow .",0.20362124463817766,False
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",3,1290,"measured and calculated subsonic and transonic flutter
characteristics of a 45 sweptback wing planform in
air and in freon-12 in the langley transonic dynamics
tunnel .",0.17043483874465842,False
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",4,1266,minimum wing wave drag with volume constraint .,0.16876180614742878,False
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",5,609,"on three dimensional bodies of delta planform which
can support plane attached shock waves .",0.1664185607463705,False
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",6,916,"the flow around oscillating low aspect ratio wings at transonic
speeds .",0.15863455716846406,True
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",7,676,"a simple method for calculating the span and chordwise loading on
straight and swept wings of any aspect ratio at subsonic speeds .",0.1518585697573691,False
